"订单编号","PID","交易时间","单项数量","单项金额","商品编号","商品名称","一级分类","二级分类","三级分类","门店名称","品牌"
1381362,"fe020b13-42d5-11e8-b272-0a58ac130517",2019-05-01 12:09:09,4,5.3,"16400100","艾德堡芒果味蛋糕90g","休闲零食","糕点","蛋糕","B","其他品牌"
1381362,"fe020b13-42d5-11e8-b272-0a58ac130517",2019-05-01 12:09:09,4,14,"12603347","林利记桔红糕130g","休闲零食","糕点","其他糕点","B","林利记"
1381362,"fe020b13-42d5-11e8-b272-0a58ac130517",2019-05-01 12:09:09,2,19,"12000359","达利园草莓味瑞士卷200g","休闲零食","糕点","蛋糕","B","达利园"
1381362,"fe020b13-42d5-11e8-b272-0a58ac130517",2019-05-01 12:09:09,1,6.9,"12000076","大好大葵花子155g","休闲零食","坚果","坚果","B","大好大"
1381439,"166a3abd-4ddf-11e8-b826-0a58ac130522",2019-05-01 12:12:32,2,6.6,"11000156","维他奶原味豆奶250ml","奶制品","豆奶","豆奶","B","维他奶"
1381548,"c1a18c32-7164-42cd-94d4-fbdf2061be70",2019-05-01 12:16:56,1,4,"12604225","N美汁源果粒橙420ml","饮料","果蔬汁","常温果汁","A","美汁源"
1381548,"c1a18c32-7164-42cd-94d4-fbdf2061be70",2019-05-01 12:16:56,1,2,"11000270","N可口可乐迷你瓶300ml","饮料","碳酸饮料","可乐类汽水","A","可口可乐"
1381677,"0a7ef29d-8230-4e39-a4df-abb1b89f760f",2019-05-01 12:22:57,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","A","七匹狼"
1382033,"9ccb207a-9305-11e8-8217-0a58ac1305b1",2019-05-01 12:37:23,2,7,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","C","可口可乐"
1382033,"9ccb207a-9305-11e8-8217-0a58ac1305b1",2019-05-01 12:37:23,1,4,"18071604","贤哥名嘴一哥匆匆辣年95g","休闲零食","肉食小食","肉食小食","C","贤哥"
1382033,"9ccb207a-9305-11e8-8217-0a58ac1305b1",2019-05-01 12:37:23,1,7.8,"12000037","德芙丝滑牛奶巧克力43g","休闲零食","巧克力","巧克力","C","德芙"
1382033,"9ccb207a-9305-11e8-8217-0a58ac1305b1",2019-05-01 12:37:23,1,3.5,"11000121","N可口零度可乐500ml","饮料","碳酸饮料","可乐类汽水","C","零度可乐"
1382033,"9ccb207a-9305-11e8-8217-0a58ac1305b1",2019-05-01 12:37:23,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1382061,"657e798f-71eb-11e8-9704-0a58ac13065a",2019-05-01 12:38:30,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","A","可口可乐"
1382061,"657e798f-71eb-11e8-9704-0a58ac13065a",2019-05-01 12:38:30,1,4.5,"11000065","达能脉动清新柠檬600ml","饮料","功能性饮料","运动能量饮料","A","脉动"
1382184,"c95604c1-6726-4a6b-8057-5d11f908de63",2019-05-01 12:43:50,1,15,"10000010","N七匹狼(红)","烟类","香烟","硬盒香烟","B","七匹狼"
1382336,"c81b9b36-7d4d-11e8-ad22-0a58ac130661",2019-05-01 12:50:35,1,1,"10603552","顺成打火机","烟类","烟具","烟具","A","顺成"
1382379,"967b2d97-06e0-11e8-a920-0a58ac130242",2019-05-01 12:52:09,1,5,"11000255","农夫东方树叶红茶480ml","饮料","茶饮料","即饮红茶","C","东方树叶"
1382408,"f0de35b7-4951-11e8-b551-0a58ac130522",2019-05-01 12:53:23,3,9,"11000264","伊利畅轻黄桃酸奶100g(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","畅轻"
1382464,"dc1979dc-4a07-11e8-b59d-0a58ac130522",2019-05-01 12:56:26,1,8.6,"13000138","太古红糖350g","食用调味品","调味品","糖","A","太古"
1382567,"0c559e36-681b-4254-8589-14fde307403f",2019-05-01 13:00:52,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,2,2,"13000012","N即食伊面厦门泡面沙嗲味80g","方便速食","即食类主食","即食面类","B","其他品牌"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,13.5,"30603326","与美四川冒菜浓香麻辣味288g","方便速食","其他方便速食","其他方便速食","B","其他品牌"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,16,"10000084","N七匹狼（纯翠）","烟类","香烟","硬盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,16,"10000072","N七匹狼（纯境）","烟类","香烟","硬盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,23,"10000061","N七匹狼（通运）","烟类","香烟","硬盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,22,"10603641","N七匹狼（纯尚）","烟类","香烟","硬盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,15,"10000010","N七匹狼(红)","烟类","香烟","硬盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,16,"10000014","N七匹狼（软红）","烟类","香烟","软盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,21,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","B","七匹狼"
1382655,"978d76e7-69cb-4baa-81b1-788dfb64783e",2019-05-01 13:05:18,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","B","见福"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,7.5,"12000261","洽洽香瓜子160g","休闲零食","坚果","坚果","C","洽洽"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,7.5,"99001868","百醇注心饼干提拉米苏味48g","休闲零食","饼干","饼干","C","百醇"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,2,5,"12603865","鑫云东泡鸭爪（五香）25g","休闲零食","肉食小食","肉食小食","C","鑫云东"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,7.5,"99926172","都市牧场爽口喉片正梅味38g","休闲零食","糖果","其他糖果","C","都市牧场"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,5.5,"13000408","N合味道猪骨浓汤风味杯面86g","方便速食","即食类主食","即食面类","C","合味道"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,3,"99933980","康师傅香辣牛肉面100g","方便速食","即食类主食","即食面类","C","康师傅"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,2.75,"18000181","洽洽每日坚果混合果仁26g","休闲零食","坚果","坚果","C","每日坚果"
1382681,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 13:06:20,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","C","见福"
1382916,"1f38d4da-639b-11e8-8674-0a58ac1303b3",2019-05-01 13:16:44,1,11.5,"15616627","炫迈无糖口香糖酸甜草莓味28片50.4g","休闲零食","糖果","口香糖","B","炫迈"
1383126,"527aa6c8-02ee-4da2-8a90-9533c0d4e7da",2019-05-01 13:25:55,1,2,"99002183","景田饮用纯净水560ml","饮料","包装水","包装水","C","景田"
1383222,"65857bab-1ea4-11e8-bc07-0a58ac130020",2019-05-01 13:29:51,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1383278,"6ca09fcf-4c78-11e8-b73e-0a58ac130522",2019-05-01 13:31:42,1,11.9,"12604002","抱抱堂罐装爆米花焦糖味100g","休闲零食","膨化食品","膨化食品","A","抱抱堂"
1383488,"856c3645-072c-4194-b888-905bf5306cee",2019-05-01 13:41:45,1,5,"99008543","好心情口红糖（混合水果味）5g","休闲零食","糖果","其他糖果","B","好心情"
1383488,"856c3645-072c-4194-b888-905bf5306cee",2019-05-01 13:41:45,1,14.8,"15616700","添乐汇食欢乐糖果机10g","休闲零食","糖果","其他糖果","B","添乐"
1383523,"68a8af75-36af-4754-af9c-e9f7c0894382",2019-05-01 13:43:10,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","A","百事可乐"
1383544,"fb90603d-8d15-4c6e-aac0-d077b2cd3389",2019-05-01 13:43:52,1,3.5,"11000121","N可口零度可乐500ml","饮料","碳酸饮料","可乐类汽水","C","零度可乐"
1383659,"b8176d4f-13c7-41e4-8004-34374623fc1d",2019-05-01 13:49:07,1,26,"10603752","N金桥(双爆)","烟类","香烟","硬盒香烟","A","金桥"
1383915,"09785d8a-50f7-11e8-83d7-0a58ac130356",2019-05-01 13:59:05,1,9.5,"13000371","辣根王青芥辣43g","食用调味品","其他调味品","其他调味品","A","其他品牌"
1384086,"7acc5422-f787-4616-b69f-2b8a406da3ee",2019-05-01 14:05:44,2,6,"40000005","NQQ丸4粒","方便速食","鲜食","自制关东煮","A","其他品牌"
1384129,"8000a513-4612-11e8-b0e7-0a58ac130519",2019-05-01 14:07:17,2,19.8,"12604241","汉口二厂樱花风味水蜜桃汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1384129,"8000a513-4612-11e8-b0e7-0a58ac130519",2019-05-01 14:07:17,1,5,"91000170","君乐宝芝士浓缩酸奶180g（D）","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","君乐宝"
1384280,"00392b91-71e0-11e8-96ec-0a58ac13065a",2019-05-01 14:14:25,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1384302,"63ae74c2-8310-4da7-9e32-ade584d011fd",2019-05-01 14:15:05,1,6,"40603730","优思麦牛角餐包135g","休闲零食","糕点","面包","A","优思麦"
1384567,"ef27ba2e-af3c-42f2-906a-fb84c904ad39",2019-05-01 14:26:49,1,5.5,"11000061","N可口可乐1.25L","饮料","碳酸饮料","可乐类汽水","B","可口可乐"
1384718,"601d64ec-43e6-11e8-afd3-0a58ac130519",2019-05-01 14:33:27,1,3,"15616704","大气球跳跳糖巧克力13g","休闲零食","巧克力","巧克力","C","其他品牌"
1385131,"ac2a15a7-58f7-4a09-9203-effed98b8a33",2019-05-01 14:53:11,1,6,"11000001","N红牛饮料250ml","饮料","功能性饮料","运动能量饮料","A","红牛"
1385783,"aee4435b-19e9-11e8-a750-0a58ac13001a",2019-05-01 15:22:32,1,5,"12604176","*可口可乐淳茶舍红茶480ml","饮料","茶饮料","即饮红茶","B","淳茶舍"
1385783,"aee4435b-19e9-11e8-a750-0a58ac13001a",2019-05-01 15:22:32,1,5,"12604177","可口可乐淳茶舍铁观音480ml","饮料","茶饮料","即饮绿茶","B","淳茶舍"
1385894,"497691fc-525e-11e8-ba25-0a58ac13035b",2019-05-01 15:26:39,1,18,"10603579","N七匹狼（锋芒）","烟类","香烟","硬盒香烟","A","七匹狼"
1385894,"497691fc-525e-11e8-ba25-0a58ac13035b",2019-05-01 15:26:39,1,5,"99000712","佳得乐冰柠味运动饮料600ml","饮料","功能性饮料","运动能量饮料","A","佳得乐"
1385999,"cffb3b00-49ff-4d8a-bf57-37f874b993de",2019-05-01 15:30:25,1,2,"11000269","N可口可乐迷你芬达橙味300ml","饮料","碳酸饮料","其他汽水","A","芬达"
1386158,"6612ffe3-8575-11e8-b2ec-0a58ac1303f0",2019-05-01 15:37:19,1,1,"30000002","N心相印C1710三层手帕纸茶语","家用清洁","纸制品","手帕纸","A","心相印"
1386188,"2ccd4d8f-8fae-11e8-bdc7-0a58ac1305b1",2019-05-01 15:38:41,1,3,"11000130","康师傅乌龙茗茶550ml","饮料","茶饮料","其他茶饮料","A","康师傅"
1386380,"6503dec8-be79-4494-8bc9-a86ab373fe8e",2019-05-01 15:46:02,2,7,"33000026","姚记9788扑克","休闲百货","玩具","益智娱乐玩具","C","姚记扑克"
1386380,"6503dec8-be79-4494-8bc9-a86ab373fe8e",2019-05-01 15:46:02,1,3,"90087711","AW红宝石东北大板原味奶90g（D）","休闲零食","冰淇淋","冰淇淋","C","红宝石"
1386403,"09286c37-3220-11e8-a0fa-0a58ac130032",2019-05-01 15:46:47,1,4.5,"30603337","乌江脆口榨菜150g","辅助佐餐","佐餐小食","酱菜","B","乌江"
1386652,"6262b164-5ce3-4bbf-8aae-67d83c44351c",2019-05-01 15:58:01,2,10,"11000425","农夫水溶C100西柚445ml","饮料","功能性饮料","健康保健饮料","A","水溶C100"
1386652,"6262b164-5ce3-4bbf-8aae-67d83c44351c",2019-05-01 15:58:01,1,13.3,"11000179","养乐多乳酸菌100ml*5瓶","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","养乐多"
1386765,"50df8d60-0309-11e8-b243-0a58ac13023c",2019-05-01 16:02:15,1,1,"30000002","N心相印C1710三层手帕纸茶语","家用清洁","纸制品","手帕纸","B","心相印"
1386789,"70a340fd-4a63-11e8-9c92-0a58ac1300da",2019-05-01 16:03:08,1,3.5,"12604173","N可口可乐香草味汽水500ml","饮料","碳酸饮料","可乐类汽水","A","可口可乐"
1386794,"3d1fcab1-51be-11e8-8403-0a58ac130356",2019-05-01 16:03:28,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","A","怡宝"
1386794,"3d1fcab1-51be-11e8-8403-0a58ac130356",2019-05-01 16:03:28,1,3.5,"12604235","维他菊花茶250ml","饮料","亚洲传统饮料","菊花饮料","A","维他"
1386794,"3d1fcab1-51be-11e8-8403-0a58ac130356",2019-05-01 16:03:28,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","A","维他"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,5,27.5,"12604189","雀巢NESCAFE咖啡原酥香滑210ml","饮料","即饮咖啡","即饮咖啡","C","雀巢咖啡"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,8.9,"18000089","永健泡椒凤爪135g","休闲零食","肉食小食","肉食小食","C","永健"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,7.5,"12000261","洽洽香瓜子160g","休闲零食","坚果","坚果","C","洽洽"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","C","景田"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","C","农夫山泉"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","C","见福"
1386961,"9a2cc685-273b-11e8-8709-0a58ac13027b",2019-05-01 16:09:42,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1387002,"2d490994-01f7-4578-9cb9-030956c4c21a",2019-05-01 16:11:03,1,16,"10000064","N七匹狼（纯雅）","烟类","香烟","硬盒香烟","A","七匹狼"
1387060,"50d1d2f4-5c9f-4512-a651-5d7a5655f1aa",2019-05-01 16:13:10,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","B","见福"
1387060,"50d1d2f4-5c9f-4512-a651-5d7a5655f1aa",2019-05-01 16:13:10,1,10.8,"30600869","苏菲弹力贴身极薄0.1日用洁翼8P","个人清洁","卫生用品","卫生巾","B","苏菲"
1387060,"50d1d2f4-5c9f-4512-a651-5d7a5655f1aa",2019-05-01 16:13:10,1,10.8,"30600871","苏菲口袋魔法零味感超薄棉柔日用10片","个人清洁","卫生用品","卫生巾","B","苏菲"
1387293,"35d137be-3660-4715-8848-7a3187d51ceb",2019-05-01 16:22:20,1,9,"90087792","A和路雪梦龙太妃榛子65g（D）","休闲零食","冰淇淋","冰淇淋","C","梦龙"
1387353,"6f44e6e5-7064-4170-9ff8-66177d6388e1",2019-05-01 16:25:11,4,6,"93895468","AN见福茶叶蛋","方便速食","鲜食","茶叶蛋","B","见福"
1387353,"6f44e6e5-7064-4170-9ff8-66177d6388e1",2019-05-01 16:25:11,4,2.5,"11000218","娃哈哈爽歪歪200ml","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","爽歪歪"
1387569,"eec9a82e-803d-11e8-adce-0a58ac1303f0",2019-05-01 16:33:48,2,2,"99936485","康康香辣迷你热狗肠24g","辅助佐餐","熟食肉制品","熟食肉制品","B","康康"
1387574,"d09c2da3-43d5-11e8-afcd-0a58ac130519",2019-05-01 16:34:04,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1387601,"3600b8ff-882b-11e8-94f8-0a58ac13066c",2019-05-01 16:34:58,1,4.5,"40000044","优思麦菠萝面包65g","休闲零食","糕点","面包","A","优思麦"
1387663,"6383182f-a2eb-4c20-82f2-73f6735254c3",2019-05-01 16:37:33,3,6,"11000391","农夫山泉水550ml","饮料","包装水","包装水","C","农夫山泉"
1387685,"e6dd21ae-8ccf-11e8-b9f1-0a58ac1305b1",2019-05-01 16:38:37,1,9.5,"10000054","N泰山（望岳）","烟类","香烟","硬盒香烟","B","泰山"
1387857,"b494811b-0cc4-11e8-a62c-0a58ac13001a",2019-05-01 16:45:09,1,30,"99001160","N黄鹤楼（硬大彩）","烟类","香烟","硬盒香烟","B","黄鹤楼"
1387923,"d59657d4-4d4a-11e8-b7e0-0a58ac130522",2019-05-01 16:47:31,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1387923,"d59657d4-4d4a-11e8-b7e0-0a58ac130522",2019-05-01 16:47:31,1,4,"10603558","草蜢荧光进口滑轮打火机","烟类","烟具","烟具","C","其他品牌"
1388428,"19c91928-6ff4-400d-adde-3664191a026e",2019-05-01 17:06:26,1,21,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","B","七匹狼"
1388428,"19c91928-6ff4-400d-adde-3664191a026e",2019-05-01 17:06:26,2,2,"10603552","顺成打火机","烟类","烟具","烟具","B","顺成"
1388657,"f2daab49-4c23-4a2a-8da6-3932086b83a0",2019-05-01 17:15:58,1,3,"11000055","百事七喜柠檬汽水500ml","饮料","碳酸饮料","柠檬口味汽水","A","七喜"
1388954,"be996c4c-13bd-11e8-a6c3-0a58ac13001a",2019-05-01 17:25:40,1,25,"10000024","N芙蓉王（硬）","烟类","香烟","硬盒香烟","C","芙蓉王"
1389247,"08eb3376-511c-11e8-83e7-0a58ac130356",2019-05-01 17:35:47,1,2,"12000378","荷氏柠檬香蜜薄荷糖34g","休闲零食","糖果","其他糖果","B","荷氏"
1389247,"08eb3376-511c-11e8-83e7-0a58ac130356",2019-05-01 17:35:47,1,6.5,"18000178","乐事真浓番茄味70g","休闲零食","膨化食品","膨化食品","B","乐事"
1389417,"b91df215-d916-4e07-9548-79f64b5cca43",2019-05-01 17:42:25,1,0.75,"18000067","咭咭豆功夫山楂18g","休闲零食","凉果","凉果","A","咭咭"
1389417,"b91df215-d916-4e07-9548-79f64b5cca43",2019-05-01 17:42:25,1,13.5,"33605274","洁玉JY-1714T安奈儿童巾","家纺鞋服","家纺用品","毛巾类用品","A","洁玉"
1389417,"b91df215-d916-4e07-9548-79f64b5cca43",2019-05-01 17:42:25,1,6.5,"18000147","山楂宝贝山楂球110g","休闲零食","凉果","凉果","A","山楂宝贝"
1389417,"b91df215-d916-4e07-9548-79f64b5cca43",2019-05-01 17:42:25,1,6.5,"18000148","山楂宝贝山楂条128g","休闲零食","凉果","凉果","A","山楂宝贝"
1389435,"8a85d5ce-7be1-4f4d-b0e2-7e14afc4dbda",2019-05-01 17:42:53,1,3.5,"40000015","N烤肠原味50g","方便速食","鲜食","烤肠烤肉","A","其他品牌"
1389527,"f22c8a86-4f89-44a1-8110-7e0e9cdfa5fb",2019-05-01 17:45:53,1,1,"10603552","顺成打火机","烟类","烟具","烟具","A","顺成"
1389669,"c234c63b-62ec-4e0b-939a-669d0dba7af5",2019-05-01 17:50:34,2,1.8,"13000286","紫山老坛酸菜70g","辅助佐餐","佐餐小食","酱菜","A","紫山"
1389701,"c82b2da2-88bf-4b00-845a-80543d7609cc",2019-05-01 17:51:44,1,3,"12604069","康师傅柚子绿茶550ml","饮料","茶饮料","即饮绿茶","C","康师傅"
1389726,"76dea40f-4a5c-11e8-b5be-0a58ac130522",2019-05-01 17:52:38,2,4,"11000270","N可口可乐迷你瓶300ml","饮料","碳酸饮料","可乐类汽水","C","可口可乐"
1390054,"2fb859e8-8a6e-11e8-b567-0a58ac1305b1",2019-05-01 18:05:58,1,9.9,"16400082","法丽兹曲奇抹茶慕斯巧克力味115g","休闲零食","饼干","饼干","A","法丽兹"
1390180,"190a3d2d-82c2-11e8-b085-0a58ac1303f0",2019-05-01 18:10:20,1,6.8,"13000064","蓬盛橄榄菜180g","辅助佐餐","佐餐小食","酱菜","B","其他品牌"
1390196,"190a3d2d-82c2-11e8-b085-0a58ac1303f0",2019-05-01 18:10:47,1,1.5,"13000094","双汇玉米热狗肠40g","辅助佐餐","熟食肉制品","熟食肉制品","B","双汇"
1390196,"190a3d2d-82c2-11e8-b085-0a58ac1303f0",2019-05-01 18:10:47,1,3,"13000099","双汇台式烤香肠48g","辅助佐餐","熟食肉制品","熟食肉制品","B","双汇"
1390196,"190a3d2d-82c2-11e8-b085-0a58ac1303f0",2019-05-01 18:10:47,1,9.9,"30603419","食族人酸辣粉130g","方便速食","即食类主食","即食面类","B","食族人"
1390205,"1ce4dd35-9f3b-4135-b1c8-fa742f7f5ea4",2019-05-01 18:11:09,1,10,"33000039","丰蓝大号防漏电池二粒度挂卡装","休闲百货","电池","电池","A","其他品牌"
1390305,"e59d59eb-2ea3-11e8-8b1a-0a58ac130032",2019-05-01 18:14:46,1,4,"11603845","健力宝第5季番石榴水果饮料450ml","饮料","果蔬汁","常温果汁","B","第5季"
1390499,"70c9b06d-7f79-11e8-873e-0a58ac130661",2019-05-01 18:22:01,1,99,"61000187","**日本进口花王妙而舒婴幼儿纸尿裤白色L码54片","个人清洁","婴儿用品","婴儿纸尿裤","A","妙而舒"
1390583,"21be5154-b1b8-43bb-99e2-5a0290803fa8",2019-05-01 18:24:43,2,4,"13000068","紫山香菜心90g","辅助佐餐","佐餐小食","酱菜","A","紫山"
1390583,"21be5154-b1b8-43bb-99e2-5a0290803fa8",2019-05-01 18:24:43,4,8,"13000028","味聚特口口脆榨菜80g","辅助佐餐","佐餐小食","酱菜","A","味聚特"
